generation,N_shifts,logPrior,logLik,eventRate,acceptRate
183000000,7,39.5369,-874.353,4.98906,0.461058
184000000,1,10.2155,-897.602,0.479186,0.410428
185000000,2,15.3517,-891.251,3.10244,0.463071
186000000,1,10.6927,-894.761,0.581543,0.428656
187000000,4,23.8367,-876.817,1.1616,0.425535
188000000,5,31.0526,-882.25,2.28221,0.433454
189000000,5,32.8831,-877.144,3.38298,0.441251
190000000,4,27.5957,-879.324,1.42293,0.40504
191000000,3,14.1995,-886.444,4.07098,0.405161
192000000,9,50.9588,-877.12,4.64046,0.463405
193000000,5,28.7265,-883.968,1.71736,0.433506
194000000,3,20.9339,-881.665,1.21783,0.412781
195000000,4,19.0081,-876.629,3.46312,0.450328
196000000,5,30.404,-883.173,3.08126,0.455248
197000000,2,17.2176,-882.765,1.62149,0.458039
198000000,4,24.177,-879.264,2.07888,0.464375
199000000,4,26.6086,-876.938,1.02767,0.421741
200000000,4,29.086,-880.294,0.726495,0.466142
201000000,5,29.3803,-878.928,3.60962,0.415826
202000000,7,37.0409,-867.443,3.15883,0.430899
203000000,3,18.1297,-876.308,1.7517,0.424586
204000000,2,17.9683,-881.68,0.69121,0.464072
205000000,3,18.4748,-886.768,3.4835,0.445299
206000000,7,38.7275,-875.723,4.17398,0.418943
207000000,5,29.5729,-877.011,2.55083,0.447109
208000000,2,16.4977,-884.642,1.04774,0.446001
209000000,4,24.5099,-874.274,4.09446,0.407138
210000000,4,24.0607,-874.849,3.04479,0.408598
211000000,5,31.8928,-872.993,3.20618,0.457068
212000000,4,26.3528,-876.836,1.22735,0.461732
213000000,4,23.244,-878.893,3.18571,0.423513
214000000,7,37.4063,-867.51,3.6773,0.393076
215000000,9,38.7158,-872.464,4.27372,0.45946
216000000,3,19.1477,-878.637,3.07939,0.45569
217000000,3,22.1532,-879.379,0.904113,0.446155
218000000,3,21.2784,-879.611,1.33054,0.42627
219000000,6,35.6977,-875.851,5.10722,0.44155
220000000,5,31.4375,-874.322,4.82697,0.410352
221000000,2,15.579,-886.849,1.88482,0.463883
222000000,3,18.5057,-879.083,2.55464,0.461111
223000000,8,49.9034,-876.874,2.6951,0.432809
224000000,3,21.4431,-883.52,2.39939,0.443199
225000000,3,19.8159,-876.625,3.44175,0.460028
226000000,5,30.6874,-881.519,2.21925,0.447231
227000000,3,20.7892,-894.124,2.87603,0.426244
228000000,4,28.4683,-880.341,1.98097,0.458363
229000000,2,14.5198,-895.126,2.97855,0.443429
230000000,6,39.6124,-880.215,1.54156,0.467511
231000000,7,38.3847,-867.309,5.43376,0.445704
232000000,4,25.5466,-876.042,0.614817,0.442117
233000000,4,25.9939,-874.808,1.89451,0.416784
234000000,4,27.2264,-874.265,2.64635,0.436928
235000000,2,16.0162,-894.584,1.44929,0.442946
236000000,4,24.4399,-877.485,2.86999,0.427951
237000000,5,30.381,-880.92,1.66298,0.454048
238000000,7,42.3174,-875.028,2.96948,0.463212
239000000,4,23.7011,-881.634,3.14141,0.439935
240000000,4,24.9156,-876.417,1.31199,0.462763
241000000,3,20.2164,-888.906,1.14586,0.439974
242000000,4,22.263,-885.242,5.33854,0.438322
243000000,6,34.7293,-875.401,2.86172,0.419026
244000000,1,9.02804,-897.191,2.28882,0.426316
245000000,4,23.3767,-870.477,2.65395,0.41931
246000000,3,18.0212,-881.381,2.23635,0.428558
247000000,9,52.489,-879.458,3.97596,0.434435
248000000,7,39.5316,-870.311,4.70227,0.468129
249000000,7,34.0124,-873.987,5.08386,0.429144
250000000,5,29.2518,-881.577,5.04593,0.412199
251000000,5,29.3447,-881.492,3.52288,0.462069
252000000,2,17.1201,-883.956,1.94481,0.448174
253000000,2,12.1481,-888.153,1.5301,0.458369
254000000,5,28.9401,-873.402,5.32235,0.42432
255000000,3,21.0364,-880.305,1.32543,0.433459
256000000,3,21.44,-880.624,1.21266,0.416007
257000000,5,24.5804,-870.561,4.98945,0.403247
258000000,3,23.0909,-890.544,0.611146,0.384784
259000000,6,35.0554,-879.852,0.898573,0.419915
260000000,3,21.477,-872.123,1.03115,0.46317
261000000,4,28.3099,-874.007,2.42865,0.45008
262000000,6,34.9115,-877.443,2.67423,0.450668
263000000,3,22.0233,-884.174,0.5334,0.405822
264000000,4,24.686,-884.236,3.4918,0.426874
265000000,4,24.4538,-881.551,3.42962,0.461143
266000000,2,15.2886,-881.205,0.459265,0.461633
267000000,3,17.8673,-878.731,2.04808,0.446632
268000000,2,15.2042,-889.217,2.10114,0.4172
269000000,3,14.4286,-888.165,2.43594,0.435991
270000000,7,36.306,-870.942,4.94433,0.407873
271000000,3,17.9361,-876.887,2.21535,0.437951
272000000,3,22.8825,-877.972,0.318564,0.440613
273000000,3,20.5242,-880.225,3.96678,0.409093
274000000,5,30.3739,-873.157,3.70032,0.463357
275000000,4,27.803,-883.977,0.992509,0.454496
276000000,2,17.6261,-883.083,0.892266,0.433262
277000000,5,27.9622,-880.066,3.56146,0.447202
278000000,3,20.0083,-885.468,1.99755,0.464029
279000000,6,32.2323,-881.163,4.92931,0.46313
280000000,7,40.0082,-877.562,3.94325,0.436389
281000000,1,11.1412,-894.985,0.69667,0.460866
282000000,4,24.7093,-879.471,2.97923,0.438731
283000000,4,21.6543,-889.048,2.52699,0.46256
284000000,4,19.8694,-873.437,2.15443,0.437639
285000000,4,25.9719,-881.16,2.53604,0.419955
286000000,3,22.9819,-888.975,1.98334,0.462807
287000000,3,21.0939,-876.856,2.61243,0.430052
288000000,4,24.0045,-884.231,1.20403,0.464318
289000000,5,29.199,-878.486,1.23219,0.437625
290000000,4,16.1435,-888.306,2.88323,0.41355
291000000,1,7.31874,-898.182,1.64033,0.406486
292000000,3,16.6273,-872.753,0.313493,0.408378
293000000,5,28.7999,-885.209,3.93379,0.455879
294000000,8,43.4122,-876.323,5.54831,0.459444
295000000,5,33.3248,-880.852,2.67438,0.400491
296000000,3,18.3343,-872.901,0.938007,0.445776
297000000,4,25.1694,-871.098,1.69095,0.424329
298000000,9,50.929,-876.881,3.19677,0.423393
299000000,3,20.1165,-883.093,2.34969,0.443836
300000000,3,20.6154,-880.612,2.50867,0.434429
301000000,3,21.9909,-882.142,2.65445,0.457363
302000000,7,38.7499,-874.269,6.09464,0.439281
303000000,4,23.8716,-875.376,0.707586,0.457907
304000000,1,12.0442,-896.283,0.159982,0.426042
305000000,3,19.2963,-879.972,3.8913,0.458488
306000000,3,19.3317,-888.566,0.877744,0.457771
307000000,3,19.912,-871.728,2.52778,0.406649
308000000,7,36.3514,-871.284,6.54294,0.429182
309000000,4,26.4308,-895.44,3.81951,0.389612
310000000,7,39.0629,-877.2,4.72939,0.452407
311000000,3,17.8972,-876.683,3.02187,0.441396
312000000,3,22.0968,-875.512,1.10665,0.455195
313000000,8,43.5367,-874.014,2.93311,0.404118
314000000,2,14.5799,-887.898,1.67697,0.430154
315000000,3,22.5738,-876.825,2.18634,0.406224
316000000,4,27.0312,-880.393,3.25124,0.46539
317000000,4,22.5384,-877.395,5.5775,0.442582
318000000,2,13.12,-895.677,1.11971,0.436738
319000000,3,21.4156,-879.966,1.39192,0.444014
320000000,2,14.5634,-886.972,1.94647,0.43157
321000000,5,30.3129,-880.756,1.1816,0.447746
322000000,4,23.6069,-879.974,2.20785,0.426276
323000000,6,26.2062,-879.345,3.84034,0.426597
324000000,2,17.5106,-893.99,0.32728,0.389006
325000000,1,9.85062,-895.621,2.15745,0.417157
326000000,2,17.4592,-893.006,0.563352,0.420778
327000000,4,20.9094,-878.497,2.68703,0.468436
328000000,7,36.4445,-878.835,5.36123,0.443876
329000000,5,30.6773,-879.552,4.22418,0.444837
330000000,3,21.8333,-875.062,1.13065,0.443733
331000000,7,40.7794,-878.594,4.19023,0.432256
332000000,3,20.1672,-882.94,2.89234,0.438153
333000000,6,34.3542,-883.926,2.35518,0.45575
334000000,7,39.4936,-879.525,4.95353,0.390274
335000000,1,11.8704,-892.422,0.64176,0.427269
336000000,6,30.9994,-877.577,2.36628,0.409211
337000000,5,29.4184,-879.118,4.08872,0.425187
338000000,1,7.49374,-896.775,1.94759,0.425667
339000000,2,15.0809,-887.601,3.77311,0.436488
340000000,7,34.4873,-873.539,4.8165,0.412232
341000000,7,33.0505,-878.292,8.67521,0.453806
342000000,5,32.3456,-875.246,2.18096,0.451148
343000000,3,20.336,-888.655,3.47854,0.43148
344000000,4,25.6841,-877.152,2.01322,0.434028
345000000,1,10.9937,-895.518,0.739559,0.444098
346000000,6,31.227,-885.69,2.07829,0.397032
347000000,2,16.2705,-888.075,0.80798,0.417284
348000000,4,25.9323,-876.582,3.59904,0.449993
349000000,5,22.8076,-872.066,4.49181,0.445019
350000000,2,16.6876,-888.256,0.317497,0.422443
351000000,3,16.1401,-877.325,3.17057,0.434302
352000000,7,44.5756,-870.289,2.92051,0.432159
353000000,3,19.8973,-878.918,3.22442,0.456491
354000000,3,22.1254,-874.067,0.50682,0.395628
355000000,5,26.0052,-872.591,3.33136,0.425983
356000000,4,24.204,-870.088,1.8853,0.445234
357000000,5,28.3923,-885.761,4.39497,0.44024
358000000,3,21.8721,-878.024,1.3958,0.448532
359000000,2,13.9954,-885.904,3.26943,0.460145
360000000,3,21.2988,-885.096,0.88189,0.435499
361000000,5,28.0232,-874.124,3.95265,0.437681
362000000,2,14.2888,-882.243,1.87865,0.432126
363000000,7,36.6327,-872.403,3.82149,0.434323
364000000,2,18.0373,-885.821,1.45848,0.428981
365000000,8,44.3552,-874.617,3.18065,0.456445
366000000,1,12.3944,-894.848,0.252248,0.444192
367000000,7,39.3337,-871.661,6.49964,0.430743
368000000,4,26.103,-881.277,2.12142,0.413585
369000000,2,15.6283,-886.558,0.95403,0.439947
370000000,4,23.4863,-877.732,4.12956,0.427156
371000000,2,15.5986,-884.882,2.25404,0.430016
372000000,4,25.7766,-877.159,3.86444,0.447182
373000000,4,24.8811,-873.951,3.13218,0.452172
374000000,5,28.9812,-881.094,2.2968,0.458549
375000000,6,34.4239,-878.008,3.96947,0.388636
376000000,4,24.3483,-877.113,4.96903,0.446709
377000000,2,17.1631,-895.995,0.464723,0.444176
378000000,1,10.5839,-893.427,2.32363,0.384425
379000000,2,16.2554,-888.809,0.887759,0.453456
380000000,5,28.8761,-876.891,2.79846,0.428067
381000000,4,26.2694,-873.641,2.24297,0.465512
382000000,1,8.39237,-894.759,0.131161,0.39417
383000000,5,29.6068,-879.461,3.09013,0.441845
384000000,2,17.4045,-889.388,0.763934,0.42279
385000000,3,22.6012,-884.508,1.17994,0.42635
386000000,2,15.3995,-885.983,1.08791,0.441004
387000000,1,10.5068,-899.159,2.08472,0.421615
388000000,3,23.7451,-878.576,1.13563,0.463265
389000000,4,24.6143,-882.681,3.47075,0.437072
390000000,4,18.886,-876.836,1.09502,0.43797
391000000,4,26.4411,-879.372,3.06923,0.416368
392000000,4,23.648,-880.433,4.27095,0.461165
393000000,4,26.8113,-880.646,3.21628,0.427839
394000000,4,26.3355,-885.891,1.49779,0.462066
395000000,4,22.562,-877.966,2.42066,0.4533
396000000,8,41.9173,-875.859,5.18431,0.438277
397000000,5,23.1417,-879.555,2.64071,0.441183
398000000,3,22.1582,-882.332,0.993725,0.462367
399000000,3,18.9308,-875.991,1.42414,0.42878
400000000,5,25.8937,-879.478,2.05708,0.429541
401000000,6,29.3574,-880.674,2.66242,0.4464
402000000,4,23.1827,-869.193,2.878,0.393387
403000000,4,27.5155,-878.333,1.2257,0.407791
404000000,6,36.7355,-876.256,2.79745,0.433926
405000000,4,24.1893,-886.054,2.1219,0.449377
406000000,11,52.1611,-865.129,6.20852,0.459348
407000000,3,23.3981,-879.913,0.241739,0.463845
408000000,3,21.1276,-880.759,0.366584,0.418171
409000000,4,21.8551,-875.818,6.55839,0.425322
410000000,5,27.0902,-883.684,4.9393,0.4573
411000000,2,14.2594,-892.658,1.29446,0.414226
412000000,4,26.1853,-884.423,1.28881,0.419587
413000000,4,25.2059,-884.184,2.10076,0.431996
414000000,4,25.1713,-877.737,0.941444,0.420579
415000000,7,41.1767,-880.845,3.83355,0.459182
416000000,4,23.8124,-880.425,2.70535,0.422604
417000000,1,10.4752,-900.174,0.590427,0.402429
418000000,4,22.8877,-877.162,2.81192,0.442348
419000000,9,54.7496,-873.387,5.10334,0.457813
420000000,4,20.0668,-885.376,4.31608,0.422971
421000000,7,38.2621,-873.388,4.77131,0.397208
422000000,5,31.4852,-877.74,2.62043,0.398296
423000000,5,30.9924,-877.146,3.16534,0.456191
424000000,4,26.1918,-880.336,1.37406,0.388759
425000000,5,30.8014,-876.96,5.00877,0.4233
426000000,4,29.8945,-880.321,1.25222,0.435727
427000000,3,17.6323,-874.951,0.827467,0.437653
428000000,6,32.5291,-880.097,6.28103,0.435541
429000000,3,19.8272,-878.914,2.29105,0.445709
430000000,4,25.6411,-875.971,3.85097,0.435477
431000000,2,16.3284,-890.018,1.04042,0.465262
432000000,3,18.4823,-880.836,3.4298,0.420266
433000000,3,19.3028,-880.31,4.60958,0.43041
434000000,8,38.476,-880.347,7.81464,0.432189
435000000,4,26.6002,-884.446,2.78364,0.438357
436000000,5,27.0585,-884.444,3.82686,0.431259
437000000,2,16.8179,-886.238,2.24521,0.450322
438000000,2,15.6102,-880.878,1.06535,0.43954
439000000,3,18.8888,-876.238,1.42775,0.430463
440000000,4,24.185,-881.097,4.60981,0.446132
441000000,3,23.7216,-880.295,0.436084,0.408672
442000000,3,21.9505,-876.507,1.15667,0.464552
443000000,3,15.7745,-875.006,1.2366,0.415213
444000000,4,23.2992,-879.997,1.82267,0.431399
445000000,5,29.6229,-888.105,3.70533,0.432992
446000000,2,16.7566,-889.342,0.890508,0.459829
447000000,4,22.3765,-884.95,2.91915,0.4427
448000000,8,43.3708,-871.795,5.49947,0.433005
449000000,4,27.5559,-880.362,1.43931,0.449672
450000000,1,9.01181,-897.41,1.86177,0.421353
451000000,4,25.9177,-872.426,0.578726,0.456569
452000000,3,22.407,-886.914,2.39309,0.456031
453000000,3,20.3364,-881.408,1.54307,0.443619
454000000,5,30.937,-875.788,3.12895,0.417832
455000000,3,17.9577,-874.862,1.06434,0.460643
456000000,3,16.7346,-872.268,1.40577,0.432165
457000000,3,17.8601,-877.188,1.04346,0.424548
458000000,4,27.9258,-890.601,1.89055,0.420853
459000000,2,12.5356,-893.649,1.47783,0.436149
460000000,5,23.7745,-870.986,2.91523,0.444214
461000000,3,16.3896,-874.584,2.60239,0.458034
462000000,4,24.4935,-873.591,4.20543,0.426109
463000000,5,31.9531,-880.88,2.73632,0.421279
464000000,3,20.887,-883.381,2.36426,0.444392
465000000,3,20.1703,-878.601,0.790029,0.434371
466000000,1,9.61792,-898.056,2.53941,0.420903
467000000,6,27.1764,-872.866,2.19444,0.440049
468000000,4,25.3494,-879.355,2.90904,0.438834
469000000,3,23.0014,-878.052,1.71496,0.454676
470000000,4,26.967,-875.872,1.808,0.438101
471000000,6,33.6908,-874.725,7.65529,0.396536
472000000,4,24.9913,-877.037,2.16456,0.427577
473000000,3,21.9705,-877.334,1.81393,0.420547
474000000,7,42.431,-872.183,3.30448,0.443664
475000000,3,22.0155,-878.796,1.61131,0.456974
476000000,2,16.0746,-888.943,0.901774,0.44987
477000000,4,14.9395,-886.839,4.1008,0.459772
478000000,7,40.4081,-878.197,4.81294,0.451295
479000000,3,18.8401,-875.642,0.628143,0.424695
480000000,5,25.4682,-874.93,4.23448,0.465316
481000000,2,16.4226,-883.819,2.19457,0.434245
482000000,6,37.6049,-872.354,2.01116,0.454466
483000000,4,26.756,-878.651,2.38356,0.457672
484000000,5,29.1332,-884.447,3.40201,0.45881
485000000,4,28.3526,-878.079,1.33343,0.436595
486000000,6,34.9082,-879.46,4.75989,0.397532
487000000,5,26.0951,-873.759,3.36986,0.455621
488000000,4,29.7277,-873.791,0.689031,0.443563
489000000,6,30.8863,-881.757,4.14749,0.458162
490000000,5,30.36,-876.089,1.64526,0.4465
491000000,1,10.279,-895.1,2.73047,0.427702
492000000,4,26.1351,-895.602,2.71828,0.438123
493000000,3,22.6889,-881.202,2.26916,0.414917
494000000,5,26.1168,-882.473,4.22197,0.397381
495000000,6,37.0487,-881.616,2.50765,0.408381
496000000,5,33.8135,-884.206,2.74506,0.458603
497000000,2,16.8836,-888.279,0.754177,0.428468
498000000,3,21.0792,-878.13,2.21124,0.396842
499000000,4,25.7573,-881.612,2.55909,0.435331
500000000,6,38.1724,-873.242,2.45435,0.463625
501000000,3,19.811,-877.766,1.90884,0.437704
502000000,4,25.351,-888.952,2.93003,0.442717
503000000,1,10.9901,-894.304,0.610642,0.457213
504000000,4,25.4577,-876.548,1.69569,0.440513
505000000,2,14.6141,-886.983,2.28449,0.413432
506000000,3,22.311,-879.011,1.78215,0.425658
507000000,6,36.4333,-878.726,1.85019,0.442546
508000000,4,21.8804,-885.934,1.8756,0.412867
509000000,5,30.6259,-874.683,0.696269,0.439935
510000000,3,17.9577,-882.19,1.51456,0.440676
511000000,3,23.3257,-887.862,0.490933,0.398774
512000000,5,30.3334,-899.824,1.98027,0.421938
513000000,2,16.2814,-889.045,1.34873,0.452493
514000000,5,31.8894,-876.274,2.63017,0.421263
515000000,3,19.604,-886.588,1.69785,0.437702
516000000,6,33.3831,-872.487,2.32814,0.461425
517000000,5,27.8831,-876.138,2.2854,0.434725
518000000,7,32.8489,-873.278,3.39616,0.411282
519000000,2,11.237,-883.55,2.62735,0.416234
520000000,7,40.8732,-874.527,3.67482,0.462464
521000000,8,39.7471,-883.848,5.60002,0.463524
522000000,4,28.5027,-879.803,2.02984,0.447892
523000000,1,11.049,-895.204,0.401838,0.415484
524000000,4,26.0206,-876.263,1.90933,0.435511
525000000,5,27.8736,-874.012,4.62246,0.416675
526000000,3,20.9727,-882.571,1.43696,0.45357
527000000,8,45.2321,-890.623,3.11355,0.445354
528000000,6,30.6185,-875.641,6.42213,0.396074
529000000,6,37.7913,-875.095,2.66028,0.462481
530000000,2,15.3233,-879.636,1.58234,0.423545
531000000,3,23.657,-875.581,1.35347,0.433373
532000000,3,21.0808,-882.413,2.28659,0.443618
533000000,2,17.9845,-886.264,0.73715,0.441372
534000000,4,26.4609,-874.627,1.87468,0.442474
535000000,2,16.6256,-886.927,1.2022,0.440371
536000000,3,20.7204,-884.903,1.08212,0.436099
537000000,5,32.91,-873.902,3.11121,0.430973
538000000,3,21.7537,-877.81,3.1501,0.415194
